Store,Weekdays,Weekends,Latitude,Longitude
Countdown Lynfield,8,1,-36.92514077,174.7239957
Countdown Blockhouse Bay,7.5,1,-36.92291876,174.7023521
Countdown Onehunga,7,1,-36.92249969,174.7838024
Countdown Three Kings,8.5,1,-36.90796057,174.7559072
Countdown Lynmall,7,1,-36.90687152,174.6850146
Countdown Mt Roskill,8,1,-36.90203359,174.7356996
Countdown Mt Roskill,8,1,-36.90203359,174.7356996
Countdown Kelston,7,1,-36.90955497,174.6638042
